dimensions,number_of_walks,walk_length,window_size,duration,f1_binary_lr,f1_macro_lr,f1_binary_xgb,f1_macro_xgb,duration_sd,f1_binary_lr_sd,f1_macro_lr_sd,f1_binary_xgb_sd,f1_macro_xgb_sd
256,4,4,16,0.7909937381744385,0.23623801533739835,0.5612903110391227,0.45531294897148555,0.7177108691781525,0.035200879430735126,0.019699295263635067,0.01110345938771568,0.08032291169719788,0.041289095190472525
256,4,8,16,2.390003728866577,0.20819809388042318,0.544747757965922,0.3848894195235658,0.6806605278758033,0.007183674355482675,0.022992779692275606,0.017014581548968236,0.07561537498869622,0.03981127475083339
256,4,16,16,6.072113656997681,0.23554589207618318,0.5693208175065338,0.369243305713894,0.6739378474326003,0.02962834331831604,0.032891642647335226,0.017867886146294098,0.12324813847584545,0.0629962387026989
256,4,32,16,13.911347055435181,0.23974601232877052,0.574016965384373,0.39829747740396454,0.6880513112659302,0.059576013274583645,0.014949195542127602,0.008750378997753716,0.10129330020873888,0.052120210253721676
256,8,2,16,0.7698704719543457,0.18506010835778172,0.5184158840723541,0.3134362934362934,0.6452762195597731,0.03002958234157867,0.028771887300975626,0.018794580615454106,0.05749041231576193,0.028745853349046453
256,8,4,16,1.9202395915985107,0.21170673002241275,0.5451050644123334,0.3711965811965812,0.6747144862249308,0.04277233905337914,0.02249144445567687,0.0108251212122133,0.10551888313285285,0.05367002071593941
256,8,8,16,4.570912599563599,0.22022808257289955,0.5549037322655309,0.4035389765662362,0.6908667463764907,0.038544890789136456,0.029527961023867705,0.017272125846502617,0.06954493273284028,0.0355497476119606
256,8,16,16,11.893713808059692,0.21474594458683835,0.5584628840916854,0.41785091748372044,0.6980135795230563,0.07255206250620069,0.06239261056208829,0.031193988860137006,0.05081789637406518,0.026240801241836562
256,8,32,16,26.352502584457397,0.2632432378974435,0.5886861322536705,0.4839958592132506,0.7316335714952213,0.12773818679190005,0.06687818148875053,0.04038266356626942,0.06357967370453743,0.03281797106767148
256,16,2,16,1.7424635410308837,0.2289399969183638,0.5584020581276166,0.3191526438585262,0.6483305847897218,0.04589741417547251,0.026826984960117175,0.0194285472223641,0.08308400203106972,0.04253578829759275
256,16,4,16,3.6025970458984373,0.20514844675149885,0.5476852702275958,0.3600547606429959,0.6683580651346814,0.04462672481346762,0.03665985986965832,0.02333888942562804,0.06502111665359953,0.03284809034364663
256,16,8,16,8.879318809509277,0.23523772690566208,0.57080079567097,0.4015962806660481,0.689495580813674,0.046197332877291185,0.04286164887917051,0.02576176530129753,0.12620225421152273,0.06427647746325443
256,16,16,16,22.54817953109741,0.26043677510878355,0.5831670003487297,0.46883323558236967,0.7233619922938711,0.05451468263115281,0.03323952049227683,0.021383434122537754,0.06781190724462642,0.03430192056096269
256,16,32,16,52.20340948104858,0.2620801342411512,0.5853521729509442,0.4252275933740465,0.7013954554482597,0.13452691946665526,0.0151439978691479,0.011144752918692364,0.07754780937060352,0.039800613011474334
256,32,2,16,3.1726186275482178,0.20379914203770738,0.5402812134416901,0.3258375104427736,0.6513716909013973,0.06438432684946076,0.04440638867083084,0.022263981227514863,0.08520876332532652,0.043229129745873104
256,32,4,16,6.76164140701294,0.17145549425554701,0.5284595931781214,0.30612315101479187,0.6410342779420398,0.05031215573259076,0.03340260814047274,0.016463921715547135,0.06575014056766391,0.03374014221865177
256,32,8,16,16.676184320449828,0.2442388476735152,0.5740497771922874,0.446509331490076,0.713117138439813,0.023566812840285303,0.019520831471575077,0.009087184156657315,0.06968373982490672,0.0358678897792137
256,32,16,16,44.38267321586609,0.2665942006299903,0.5933983918908788,0.46354658261635,0.7208261026148215,0.09139599315296353,0.031138877214917305,0.016858403476873226,0.08034259128495641,0.04119076601905547
